Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
VERIFICACIONES,OCTUBRE 27. 2021,ACCIONES DE PREVENCION,223.016,52,8,20.083,79,5,16.79,-92.34,VERIFICACION Y LIMPIEZA DE REJILLAS,ALTOS TSOTSIL-TSELTAL,OXCHUC,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,OCTUBRE 28. 2021,HIDROMETEOROLOGICOS,223.12,80,1,11.994,92,14,17.42,-92.4,AFECTACION DEL F.F NO.6,TULIJA TSELTAL-CHOL,SALTO DE AGUA,PRIMERO DE ENERO
SERVICIOS GENERALES,OCTUBRE 29. 2021,SERVICIOS ADMINISTRATIVOS,223.206,155,9,20.42,20.138,3,17.19,-93.61,INSTALACION CONTENEDOR DE BASURA,MEZCALAPA,MEZCALAPA,RAUDALES MALPASO
VERIFICACIONES,NOVIEMBRE 4. 2021,ACCIONES DE PREVENCION,224.22,52,8,251,115,1,16.76,-93.16,VALORACION DE RIESGO FRACC. PORTAL DE HIERRO,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
SERVICIOS GENERALES,NOVIEMBRE 11. 2021,SERVICIOS ADMINISTRATIVOS,224.75,155,9,20.032,28,7,17,-92.89,LABOR SOCIAL Y DESAZOLVE DE CUNETAS EN EL DIF MUNICIPAL,DE LOS BOSQUES,BOCHIL,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,NOVIEMBRE 11. 2021,HIDROMETEOROLOGICOS,224.851,80,1,1.709,116,10,14.94,-92.18,VERIFICACION DE VIVIENDAS AFECTADAS POR INUNDACIONES Y ENCHARCAMIENTOS POR ESCURRIMIENTO DE LA PRECIPITACION PLUVIAL,SOCONUSCO,TUXTLA CHICO,CAHUA 1RA. SECCION
VERIFICACIONES,NOVIEMBRE 11. 2021,ACCIONES DE PREVENCION,224.833,52,8,20.043,39,5,16.65,-92.25,VERIFICACION DE UNA OBRA EN LA ZONA CENTRO,ALTOS TSOTSIL-TSELTAL,CHANAL,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,NOVIEMBRE 11. 2021,HIDROMETEOROLOGICOS,224.853,80,1,20.064,60,8,17.5,-93,AFECTACION A VIVIENDAS POR INUNDACION POR EL FF#8,NORTE,IXTAPANGAJOYA,CABECERA MUNICIPAL
ADQUISICIONES,NOVIEMBRE 24. 2021,SERVICIOS ADMINISTRATIVOS,226.629,156,9,5.879,46,14,17.1,-92.27,DESBORDAMIENTO DE RIO,TULIJA TSELTAL-CHOL,CHILON,GUADALUPE PAXILA
VERIFICACIONES,NOVIEMBRE 30. 2021,ACCIONES DE PREVENCION,227.509,52,8,5.787,104,10,14.91,-92.26,DESAZOLVE DE CUNETAS Y CANALES,SOCONUSCO,TAPACHULA,FRACCION LAS PALMAS
VERIFICACIONES,DICIEMBRE 7. 2021,ACCIONES DE PREVENCION,229.181,52,8,251,115,1,16.75,-93.19,VALORACION DE RIESGO FRACCIONAMIENTO EL ARENAL CAMPESTRE,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,DICIEMBRE 8. 2021,ACCIONES DE PREVENCION,229.182,52,8,251,115,1,16.75,-93.12,VALORACION DE RIESGO BARRIO SAN FRANCISCO,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,DICIEMBRE 11. 2021,ACCIONES DE PREVENCION,229.091,52,8,20.087,83,8,17.54,-93.04,VERIFICACION DE AFECTACIONES EN VIVIENDA POR LLUVIAS,NORTE,PICHUCALCO,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,DICIEMBRE 11. 2021,HIDROMETEOROLOGICOS,229.132,80,1,186,58,8,17.43,-93.09,AFECTACIONES POR LLUVIAS,NORTE,IXTACOMITAN,IXTACOMITAN
PRECIPITACION,SEPTIEMBRE 13. 2016,HIDROMETEOROLOGICOS,84.483,1,1,20.108,104,10,14.9,-92.27,AFECTACIONES EN COLONIAS POR LLUVIAS FUERTES EN TAPACHULA,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 13. 2016,HIDROMETEOROLOGICOS,84.503,1,1,20.12,116,10,14.94,-92.18,PRELIMINAR AFECTACIONES EN TUXTLA CHICO,SOCONUSCO,TUXTLA CHICO,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 13. 2016,ACCIONES DE PREVENCION,84.509,52,8,210,74,12,16.92,-92.08,TAPONAMIENTO DE REGISTROS DE DRENAJE,SELVA LACANDONA,OCOSINGO,OCOSINGO
PRECIPITACION,SEPTIEMBRE 13. 2016,HIDROMETEOROLOGICOS,84.515,1,1,6.431,52,10,15.05,-92.45,ENCHARCAMIENTO DE VIVIENDAS EN HUEHUETAN,SOCONUSCO,HUEHUETAN,CANTON SAN LUIS
PRECIPITACION,SEPTIEMBRE 15. 2016,HIDROMETEOROLOGICOS,84.644,1,1,20.119,115,1,16.75,-93.11,AFECTACIONES POR LLUVIAS TUXTLA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,SEPTIEMBRE 16. 2016,HIDROMETEOROLOGICOS,84.669,3,1,871,117,10,15.05,-92.49,INUNDACION DE VIVIENDAS,SOCONUSCO,TUZANTAN,ISLAMAPITA (LOS CERRITOS)
ONDA TROPICAL,SEPTIEMBRE 16. 2016,HIDROMETEOROLOGICOS,84.671,3,1,4.39,86,10,15.21,-92.58,ENCHARCAMIENTO EN LAS COMUNIDADES DEL MUNICIPIO DE VILLA COMALTITLAN. CHIAPAS.,SOCONUSCO,VILLA COMALTITLAN,CANTON LOS TOCAYOS
AFECTACIONES POR VIENTOS,SEPTIEMBRE 17. 2016,HIDROMETEOROLOGICOS,84.73,95,1,20.071,67,15,16.29,-91.91,FUERTES VIENTOS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 19. 2016,ACCIONES DE PREVENCION,84.879,52,8,20.05,46,14,17.11,-92.27,VERIFICANDO TUBERIAS,TULIJA TSELTAL-CHOL,CHILON,CABECERA MUNICIPAL
EFECTO DE MAR DE FONDO,SEPTIEMBRE 21. 2016,GEOLOGICOS,85.028,179,3,240,104,10,14.72,-92.43,EFECTO MAR DE FONDO.,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 21. 2016,HIDROMETEOROLOGICOS,85.155,80,1,20.09,86,10,15.22,-92.58,AFECTACION DE LLUVIAS ATIPICAS QUE OCACIONO LA ONDA TROPICAL NA 30 AL PASO POR EL ESTADO DE CHIAPAS,SOCONUSCO,VILLA COMALTITLAN,CABECERA MUNICIPAL
TRASLADOS,SEPTIEMBRE 23. 2016,ACCIONES DE PREVENCION,85.224,30,8,20.084,80,13,17.51,-91.96,LIGEROS ENCHARCAMIENTOS,MAYA,PALENQUE,CABECERA MUNICIPAL
ENCHARCAMIENTO,SEPTIEMBRE 23. 2016,HIDROMETEOROLOGICOS,85.227,69,1,174,34,15,16.25,-92.11,ENCHARCAMIENTOS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 24. 2016,HIDROMETEOROLOGICOS,85.265,80,1,20.034,30,10,15,-92.17,AFECTACIONES POR LLUVIAS,SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
ENCHARCAMIENTO,SEPTIEMBRE 23. 2016,HIDROMETEOROLOGICOS,85.317,69,1,20.038,34,15,16.23,-92.12,ENCHARCAMIENTOS POR FUERTES LLUVIAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 25. 2016,HIDROMETEOROLOGICOS,85.329,1,1,20.119,115,1,16.74,-93.1,LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 26. 2016,HIDROMETEOROLOGICOS,85.331,1,1,20.119,115,1,16.77,-93.11,AFECTACIONES POR LLUVIAS TUXTLA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 26. 2016,ACCIONES DE PREVENCION,85.352,52,8,9.347,113,15,16.08,-91.66,VERIFICACION DE ZONAS DE RIESGO,MESETA COMITECA TOJOLABAL,LA TRINITARIA,TZISCAO
ONDA TROPICAL,SEPTIEMBRE 26. 2016,HIDROMETEOROLOGICOS,85.367,3,1,256,86,10,15.22,-92.58,INUNDACION EN VIVIENDAS,SOCONUSCO,VILLA COMALTITLAN,VILLA COMALTITLAN
VERIFICACIONES,SEPTIEMBRE 26. 2016,ACCIONES DE PREVENCION,85.374,52,8,1.106,69,10,14.87,-92.42,VERIFICACION DE DRENES EN CANTON CUATRO CAMINOS,SOCONUSCO,MAZATAN,CUATRO CAMINOS
VERIFICACIONES,OCTUBRE 3. 2016,ACCIONES DE PREVENCION,85.868,52,8,1.244,18,10,15.2,-92.81,VERIFICACIONES DE VENTANA RANCHERIA LAS GARZAS,SOCONUSCO,ACAPETAHUA,EMBARCADERO LAS GARZAS
PRECIPITACION,OCTUBRE 4. 2016,HIDROMETEOROLOGICOS,86.015,1,1,4.557,34,15,16.31,-92.12,ENCHARCAMIENTOS A VIVIENDAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,LOS RIEGOS
PRECIPITACION,OCTUBRE 5. 2016,HIDROMETEOROLOGICOS,86.095,1,1,2.967,77,8,17.41,-93.35,ENCHARCAMIENTO DE VIVIENDA,NORTE,OSTUACAN,NUEVO XOCHIMILCO
VERIFICACIONES,OCTUBRE 6. 2016,ACCIONES DE PREVENCION,86.16,52,8,20.119,115,1,16.74,-93.1,AFECTACIONES POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
TRASLADOS,OCTUBRE 6. 2016,ACCIONES DE PREVENCION,86.183,30,8,20.084,80,13,17.5,-91.99,ENCHARCAMIENTO EN BARRIO PARQUE DE FERIA Y SAN JUAN,MAYA,PALENQUE,CABECERA MUNICIPAL
ENCHARCAMIENTO,OCTUBRE 9. 2016,HIDROMETEOROLOGICOS,86.36,69,1,20.034,30,10,14.99,-92.17,DOMICILIOS AFECTADOS POR LLUVIAS,SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 6. 2016,ACCIONES DE PREVENCION,86.371,52,8,2.426,16,10,15.34,-92.69,VERIFICACION,SOCONUSCO,ACACOYAGUA,EL TUMBADOR
SERVICIOS GENERALES,SEPTIEMBRE 29. 2016,SERVICIOS ADMINISTRATIVOS,86.413,155,9,4.103,96,7,17.14,-92.69,VERIFICASION DE QUINDER EN EL EJIDO JARDIN,DE LOS BOSQUES,SIMOJOVEL,EL JARDIN
PRECIPITACION,OCTUBRE 11. 2016,HIDROMETEOROLOGICOS,86.442,1,1,20.118,114,14,17.28,-92.31,ENCHARCAMIENTO EN TUMBALA,TULIJA TSELTAL-CHOL,TUMBALA,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 20. 2016,HIDROMETEOROLOGICOS,86.995,1,1,20.108,104,10,14.9,-92.27,LLUVIA FUERTE CON TORMENTAS ELECTRICAS,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 27. 2016,ACCIONES DE PREVENCION,87.366,52,8,20.119,115,1,16.73,-93.12,VERIFICACION DE DREN PLUVIAL,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 20. 2016,ACCIONES DE PREVENCION,87.409,52,8,20.11,106,7,17.25,-93.02,VERIFICACION,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 21. 2016,ACCIONES DE PREVENCION,87.41,52,8,20.11,106,7,17.25,-93.02,VERIFICACION,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
ONDA TROPICAL,NOVIEMBRE 1. 2016,HIDROMETEOROLOGICOS,87.76,3,1,155,26,11,15.58,-92.25,INUNDACION,SIERRA MARISCAL,BELLA VISTA,BELLA VISTA
PRECIPITACION,NOVIEMBRE 3. 2016,HIDROMETEOROLOGICOS,87.798,1,1,11.477,46,14,17.16,-92.06,ENCHARCAMIENTO EN EL POBLADO EL MANGO,TULIJA TSELTAL-CHOL,CHILON,EL MANGO
PRECIPITACION,NOVIEMBRE 5. 2016,HIDROMETEOROLOGICOS,87.88,1,1,6.431,52,10,15.05,-92.45,ENCHARCAMIENTO DE VIVIENDAS EN HUEHUETAN,SOCONUSCO,HUEHUETAN,CANTON SAN LUIS
VERIFICACIONES,OCTUBRE 18. 2016,ACCIONES DE PREVENCION,87.975,52,8,20.119,115,1,16.75,-93.12,VALORACION DE RIESGO: BARRIO SAN FRANCISCO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
CONTINGENCIA AMBIENTAL,NOVIEMBRE 11. 2016,SANITARIOS,88.326,26,5,20.11,106,7,17.25,-93.02,AFECTACIONES POR EL FF NO 6,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
CONTINGENCIA AMBIENTAL,NOVIEMBRE 11. 2016,SANITARIOS,88.327,26,5,897,106,7,17.26,-92.99,AFECTACIONES POR EL FF NO 6,DE LOS BOSQUES,TAPILULA,VIDEME DE OCAMPO 1RA. SECCION
FRENTE FRIO,NOVIEMBRE 12. 2016,HIDROMETEOROLOGICOS,88.333,61,1,20.04,36,3,17.1,-93.17,AFECTACIONES POR EL FF NO 6,MEZCALAPA,COPAINALA,CABECERA MUNICIPAL
PRECIPITACION,NOVIEMBRE 12. 2016,HIDROMETEOROLOGICOS,88.335,1,1,20.087,83,8,17.51,-93.12,PRELIMINAR DE AFECTACIONES POR LLUVIAS Y ESCURRIMIENTOS DEL FF6,NORTE,PICHUCALCO,CABECERA MUNICIPAL
PRECIPITACION,NOVIEMBRE 11. 2016,HIDROMETEOROLOGICOS,88.347,1,1,289,128,12,16.12,-90.54,ENCHARCAMIENTO EN VIVIENDAS DE ARROYO LAS DELICIAS,SELVA LACANDONA,BENEMERITO DE LAS AMERICAS,ARROYO DELICIAS
PRECIPITACION,NOVIEMBRE 18. 2016,HIDROMETEOROLOGICOS,88.813,1,1,1.408,40,8,17.34,-93.13,DANOSA CASAS POR CORRIENTES DE AGUA ASI COMO DESLAVES DE TIERRAS EN LA COMUNIDAD DE CUMBRE VALTIERRA.,NORTE,CHAPULTENANGO,CUMBRE VALTIERRA
VERIFICACIONES,OCTUBRE 9. 2016,ACCIONES DE PREVENCION,90.184,52,8,20.119,115,1,16.75,-93.08,VALORACION DE RIESGO: CENTRO DE CONVENCIONES Y POLYFORUM CHIAPAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,DICIEMBRE 18. 2016,HIDROMETEOROLOGICOS,90.867,1,1,20.084,80,13,17.55,-91.99,ENCHARCAMIENTO EN DIFERENTES COLONIAS DE PALENQUE,MAYA,PALENQUE,CABECERA MUNICIPAL
VERIFICACIONES,DICIEMBRE 21. 2016,ACCIONES DE PREVENCION,90.968,52,8,20.119,115,1,16.77,-93.17,VERIFICACION DE VIVIENDA ENCHARCADA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
HUNDIMIENTO,ENERO 6. 2017,GEOLOGICOS,91.94,47,3,20.078,74,12,16.91,-92.08,FUERTES LLUVIAS POR FF-21,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
FRENTE FRIO,ENERO 6. 2017,HIDROMETEOROLOGICOS,91.941,61,1,3.211,110,14,17.24,-92.42,PRELIMINAR AFECTACION POR ENCHARCAMIENTOS,TULIJA TSELTAL-CHOL,TILA,PETALCINGO
PRECIPITACION,ENERO 7. 2017,HIDROMETEOROLOGICOS,91.956,1,1,20.087,83,8,17.51,-93.1,ENCHARCAMIENTO DEBIDO A LA FUERTES LLUVIAS EN,NORTE,PICHUCALCO,CABECERA MUNICIPAL
PRECIPITACION,ENERO 7. 2017,HIDROMETEOROLOGICOS,91.962,1,1,20.118,114,14,17.28,-92.32,AFECTACIONES DE VIVIENDA POR EL FF 21,TULIJA TSELTAL-CHOL,TUMBALA,CABECERA MUNICIPAL
FRENTE FRIO,ENERO 7. 2017,HIDROMETEOROLOGICOS,92.009,61,1,2.862,20,8,17.29,-92.82,AFECTACIONES POR EL F.F. 21 AMATAN,NORTE,AMATAN,EL LIMON
PRECIPITACION,ENERO 7. 2017,HIDROMETEOROLOGICOS,92.067,1,1,2.385,87,7,17.16,-92.9,AFECTACIONES POR FF 21,DE LOS BOSQUES,PUEBLO NUEVO SOLISTAHUACAN,MONTE OLIVO
PRECIPITACION,ENERO 7. 2017,HIDROMETEOROLOGICOS,92.069,1,1,492,54,7,17.17,-92.69,AFECTACIONES POR EL FF. NO. 21,DE LOS BOSQUES,HUITIUPAN,EL AZUFRE
VERIFICACIONES,ENERO 8. 2017,ACCIONES DE PREVENCION,92.073,52,8,20.096,92,14,17.56,-92.34,VERIFICACION DE ENCHARCAMIENTO,TULIJA TSELTAL-CHOL,SALTO DE AGUA,CABECERA MUNICIPAL
VERIFICACIONES,FEBRERO 8. 2017,ACCIONES DE PREVENCION,94.36,52,8,227,93,5,16.73,-92.64,VERIFICACION DEL TUNEL DE AVENAMIENTO,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
ENCHARCAMIENTO,FEBRERO 12. 2017,HIDROMETEOROLOGICOS,94.697,69,1,20.076,72,11,15.36,-92.25,VIVIENDA INUNDANA,SIERRA MARISCAL,MOTOZINTLA,CABECERA MUNICIPAL
PRECIPITACION,FEBRERO 15. 2017,HIDROMETEOROLOGICOS,94.916,1,1,20.084,80,13,17.51,-91.98,ENCHARCAMIENTO DE AGUA,MAYA,PALENQUE,CABECERA MUNICIPAL
VERIFICACIONES,ENERO 15. 2017,ACCIONES DE PREVENCION,96.912,52,8,251,115,1,16.78,-93.1,VALORACION DE RIESGO EN COL. LAS CASITAS,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,MARZO 8. 2017,ACCIONES DE PREVENCION,97.37,52,8,20.034,30,10,14.99,-92.17,INSPECCION PUENTE DE CONCRETO,SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
VERIFICACIONES,MARZO 16. 2017,ACCIONES DE PREVENCION,98.117,52,8,172,102,10,14.62,-92.24,MONITOREO NIVEL CANAL DE RIEGO,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
AFECTACIONES POR LLUVIAS,MARZO 27. 2017,HIDROMETEOROLOGICOS,99.293,80,1,20.071,67,15,16.31,-91.98,AFECTACIONES DE VIVIENDAS.,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,MARZO 27. 2017,HIDROMETEOROLOGICOS,99.294,80,1,20.071,67,15,16.32,-91.99,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,MARZO 27. 2017,HIDROMETEOROLOGICOS,99.333,80,1,20.059,55,10,15.14,-92.46,LLUVIAS ATIPICAS,SOCONUSCO,HUIXTLA,CABECERA MUNICIPAL
PRECIPITACION,ABRIL 1. 2017,HIDROMETEOROLOGICOS,99.842,1,1,210,74,12,16.91,-92.1,FUERTES LLUVIAS,SELVA LACANDONA,OCOSINGO,OCOSINGO
PRECIPITACION,ABRIL 5. 2017,HIDROMETEOROLOGICOS,100.338,1,1,20.084,80,13,17.51,-91.98,AFECTACIONES DE VIVIENDAS (FF. 39),MAYA,PALENQUE,CABECERA MUNICIPAL
VERIFICACIONES,ABRIL 6. 2017,ACCIONES DE PREVENCION,100.364,52,8,20.087,83,8,17.51,-93.11,FRENTE FRIO NO. 39,NORTE,PICHUCALCO,CABECERA MUNICIPAL
TROMBA,ABRIL 15. 2017,HIDROMETEOROLOGICOS,101.113,176,1,184,55,10,15.15,-92.45,TROMBA EN HUIXTLA,SOCONUSCO,HUIXTLA,HUIXTLA
FRENTE FRIO,ABRIL 29. 2017,HIDROMETEOROLOGICOS,102.307,61,1,20.119,115,1,16.74,-93.17,FRENTE FRIO 44,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 3. 2017,ACCIONES DE PREVENCION,102.709,52,8,20.108,104,10,14.9,-92.27,RECORRIDO Y VERIFICACION DE VIVIENDAS. RIOS. ENCHARCAMIENTOS. CAIDA DE ARBOLES.,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
FRENTE FRIO,MAYO 4. 2017,HIDROMETEOROLOGICOS,102.716,61,1,20.034,30,10,14.99,-92.16,AFECTACIONES POR EL FRENTE FRIO 45 (FF-45),SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
FRENTE FRIO,MAYO 4. 2017,HIDROMETEOROLOGICOS,102.723,61,1,20.12,116,10,14.94,-92.16,AFECTACIONES POR EL FF-45,SOCONUSCO,TUXTLA CHICO,CABECERA MUNICIPAL
PRECIPITACION,MAYO 4. 2017,HIDROMETEOROLOGICOS,102.732,1,1,172,102,10,14.62,-92.25,RESGUARDO Y MONITOREO DE INUNDACIONES POR LLUVIA,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
ENCHARCAMIENTO,MAYO 4. 2017,HIDROMETEOROLOGICOS,102.763,69,1,20.071,67,15,16.32,-91.98,ENCHARCAMIENTOS POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 7. 2017,ACCIONES DE PREVENCION,102.959,52,8,172,102,10,14.62,-92.24,MONITOREO EN CALLES Y COMPUERTA . CANAL DE RIEGO,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
VERIFICACIONES,MAYO 8. 2017,ACCIONES DE PREVENCION,103.105,52,8,3.142,86,10,15.09,-92.64,VERIFICACION DE REFUGIOS TEMPORALES,SOCONUSCO,VILLA COMALTITLAN,XOCHICALCO
BOLETINES,MAYO 8. 2017,ACCIONES DE PREVENCION,103.112,62,8,256,86,10,15.21,-92.58,AVISO DE ALERTAMIENTO,SOCONUSCO,VILLA COMALTITLAN,VILLA COMALTITLAN
PRECIPITACION,MAYO 10. 2017,HIDROMETEOROLOGICOS,103.256,1,1,201,66,9,15.45,-92.88,AFECTACIONES EN MAPASTEPEC POR EL FF NO. 46,ISTMO-COSTA,MAPASTEPEC,MAPASTEPEC
AFECTACIONES POR LLUVIAS,MAYO 10. 2017,HIDROMETEOROLOGICOS,103.31,80,1,20.038,34,15,16.24,-92.12,ENCHARCAMIENTOS POR FUERTES LLUVIAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 11. 2017,ACCIONES DE PREVENCION,103.405,52,8,20.119,115,1,16.74,-93.1,AFECTACIONES POR LLUVIAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,MAYO 13. 2017,HIDROMETEOROLOGICOS,103.499,1,1,20.119,115,1,16.75,-93.12,VERIFICACION DE AFECTACIONES POR LLUVIAS EN TUXTLA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
INUNDACION PLUVIAL,MAYO 12. 2017,HIDROMETEOROLOGICOS,103.523,68,1,20.127,123,14,17.17,-92.33,AFECTACIONES DE LA LLUVIA,TULIJA TSELTAL-CHOL,YAJALON,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,ABRIL 28. 2017,HIDROMETEOROLOGICOS,103.978,80,1,20.034,30,10,15.01,-92.17,RECORRIDO PREVENTIVO DURANTE LLUVIA,SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 18. 2017,ACCIONES DE PREVENCION,104.044,52,8,20.108,104,10,14.88,-92.28,ARBOLES CAIDOS. ENCHARCAMIENTOS POR LLUVIAS FUERTE,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 18. 2017,ACCIONES DE PREVENCION,104.046,52,8,20.108,104,10,14.91,-92.25,VERIFICACION DE ENCHARCAMIENTO,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
ENCHARCAMIENTO,MAYO 23. 2017,HIDROMETEOROLOGICOS,104.47,69,1,20.097,93,5,16.75,-92.65,ENCHARCAMIENTO POR LLUVIAS FUERTES,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 23. 2017,ACCIONES DE PREVENCION,104.472,52,8,166,42,1,16.71,-92.97,VERIFICACION DE ENCHARCAMIENTO DE VIVIENDA,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
PRECIPITACION,MAYO 23. 2017,HIDROMETEOROLOGICOS,104.496,1,1,20.097,93,5,16.73,-92.63,ENCHARCAMIENTO POR FUERTES LLUVIAS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,MAYO 25. 2017,HIDROMETEOROLOGICOS,104.689,80,1,20.119,115,1,16.76,-93.19,AFECTACIONES POR LLUVIAS.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 28. 2017,ACCIONES DE PREVENCION,104.843,52,8,20.119,115,1,16.78,-93.12,VERIFICACION DE CISTERNA INUNDADA DE AGUAS NEGRAS (POTINASPAK),METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 29. 2017,ACCIONES DE PREVENCION,104.936,52,8,20.119,115,1,16.8,-93.11,VERIFICACION DE VIVIENDAS AFECTADAS POR LLUVIAS DEMOCRATICA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
BOLETINES,MAYO 31. 2017,ACCIONES DE PREVENCION,105.133,62,8,20.067,63,8,17.61,-93.19,ALERTAMIENTO POR LLUVIAS MUY FUERTES POR LA DEPRESION TROPICAL E-2,NORTE,JUAREZ,CABECERA MUNICIPAL
BOLETINES,ABRIL 30. 2017,ACCIONES DE PREVENCION,105.155,62,8,490,63,8,17.61,-93.19,ALERTAMIENTO POR TEMPORADA DE LLUVIAS Y CICLONES TROPICALES.,NORTE,JUAREZ,DOCTOR BELISARIO DOMINGUEZ
ENCHARCAMIENTO,MAYO 31. 2017,HIDROMETEOROLOGICOS,105.171,69,1,184,55,10,15.15,-92.46,ENCHARCAMIENTO DE VIVIENDAS POR ESCURRIMIENTOS DE LA PARTE SIERRA SOBRE EL RIO HUIXTLA,SOCONUSCO,HUIXTLA,HUIXTLA
TORMENTA TROPICAL,JUNIO 1. 2017,HIDROMETEOROLOGICOS,105.179,5,1,20.132,128,12,16.51,-90.65,VIVIENDA ENCHARCADA,SELVA LACANDONA,BENEMERITO DE LAS AMERICAS,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 1. 2017,ACCIONES DE PREVENCION,105.221,52,8,2.145,117,10,15.11,-92.46,VERIFICACION DE DESAZOLVE EN ARROYO ACAPA.,SOCONUSCO,TUZANTAN,TERCER CANTON
