Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
VERIFICACIONES,JUNIO 2. 2017,ACCIONES DE PREVENCION,105.32,52,8,20.084,80,13,17.54,-91.99,ENCHARCAMIENTO DE AGUA,MAYA,PALENQUE,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 4. 2017,HIDROMETEOROLOGICOS,105.392,1,1,20.071,67,15,16.32,-91.99,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 6. 2017,HIDROMETEOROLOGICOS,105.744,80,1,20.06,56,15,16.23,-92.01,CASAS AFECTADAS POR LLUVIAS,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 7. 2017,HIDROMETEOROLOGICOS,105.746,1,1,4.144,56,15,16.2,-91.86,BARRIO(EL CHAPARRO) AFECTADO,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,EL TRIUNFO
AFECTACIONES POR LLUVIAS,JUNIO 7. 2017,HIDROMETEOROLOGICOS,105.75,80,1,20.071,67,15,16.31,-91.99,REMOCION DE VIVIENDA AFECTADA,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
VERIFICACIONES,MAYO 17. 2017,ACCIONES DE PREVENCION,105.751,52,8,20.034,30,10,14.99,-92.17,INSPECCION CASA HABITACION,SOCONUSCO,CACAHOATAN,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 7. 2017,HIDROMETEOROLOGICOS,105.786,80,1,20.071,67,15,16.31,-91.99,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 8. 2017,ACCIONES DE PREVENCION,105.878,52,8,20.071,67,15,16.3,-91.98,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 11. 2017,HIDROMETEOROLOGICOS,106.023,1,1,1.542,56,15,16.25,-92.03,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,FRANCISCO SARABIA
VERIFICACIONES,JUNIO 11. 2017,ACCIONES DE PREVENCION,106.044,52,8,2.651,84,9,15.76,-93.34,VERIFICACION DE VENTANA DEL RIO SAN ISIDRO,ISTMO-COSTA,PIJIJIAPAN,SAN ISIDRO
VERIFICACIONES,JUNIO 11. 2017,ACCIONES DE PREVENCION,106.073,52,8,2.711,69,10,14.96,-92.51,VERIFICACION DE COMPUERTA,SOCONUSCO,MAZATAN,ADOLFO LOPEZ MATEOS
AFECTACIONES POR LLUVIAS,JUNIO 11. 2017,HIDROMETEOROLOGICOS,106.091,80,1,253,118,15,16.18,-92.18,AFECTACIONES POR LLUVIAS EN TZIMOL,MESETA COMITECA TOJOLABAL,TZIMOL,TZIMOL
AFECTACIONES POR LLUVIAS,JUNIO 11. 2017,HIDROMETEOROLOGICOS,106.092,80,1,20.084,80,13,17.51,-91.99,AFECTACIONES POR LLUVIAS,MAYA,PALENQUE,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 12. 2017,HIDROMETEOROLOGICOS,106.125,80,1,11.375,74,12,16.91,-92.09,AFECTACIONES POR LLUVIAS EN OCOSINGO (VALLE SANTO DOMINGO),SELVA LACANDONA,OCOSINGO,SANTO DOMINGO
BAJA PRESION,JUNIO 12. 2017,HIDROMETEOROLOGICOS,106.196,2,1,1.848,49,11,15.66,-92.14,ENCHARCAMIENTOS DE VIVIENDAS,SIERRA MARISCAL,FRONTERA COMALAPA,JOAQUIN MIGUEL GUTIERREZ (QUESPALA)
BAJA PRESION,JUNIO 12. 2017,HIDROMETEOROLOGICOS,106.199,2,1,20.117,113,15,16.16,-92.06,ENCHARCAMENTOS DE VIVIENDAS,MESETA COMITECA TOJOLABAL,LA TRINITARIA,CABECERA MUNICIPAL
ENCHARCAMIENTO,JUNIO 12. 2017,HIDROMETEOROLOGICOS,106.204,69,1,163,39,5,16.65,-92.27,ENCHARCAMIENTOS,ALTOS TSOTSIL-TSELTAL,CHANAL,CHANAL
BAJA PRESION,JUNIO 13. 2017,HIDROMETEOROLOGICOS,106.277,2,1,13.489,74,12,16.91,-92.09,ENCHARCAMIENTOS DE VIVIENDAS,SELVA LACANDONA,OCOSINGO,BETHEL
TORMENTA TROPICAL,JUNIO 11. 2017,HIDROMETEOROLOGICOS,106.312,5,1,12.333,46,14,17.07,-91.93,VERIFICACION DE UNA ESCUELA SECUNDARIA AFECTADO POR DESBORDAMIENTO DE RIO JETJA.,TULIJA TSELTAL-CHOL,CHILON,JET-JA
BAJA PRESION,JUNIO 12. 2017,HIDROMETEOROLOGICOS,106.315,2,1,764,113,15,15.9,-91.99,ENCHARCAMIENTO DE VIVIENDAS,MESETA COMITECA TOJOLABAL,LA TRINITARIA,NUEVO RECUERDO
VERIFICACIONES,JUNIO 14. 2017,ACCIONES DE PREVENCION,106.366,52,8,166,42,1,16.74,-93.03,VALORACION DE RIESGO,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
AFECTACIONES POR LLUVIAS,JUNIO 14. 2017,HIDROMETEOROLOGICOS,106.393,80,1,4.866,113,15,16.02,-92.09,AFECTACIONES POR LLUVIAS,MESETA COMITECA TOJOLABAL,LA TRINITARIA,FRANCISCO VILLA
VERIFICACIONES,JUNIO 15. 2017,ACCIONES DE PREVENCION,106.49,52,8,20.09,86,10,15.21,-92.58,ENCHARCAMIENTOS DE VIVIENDAS POR LLUVIAS FUERTES,SOCONUSCO,VILLA COMALTITLAN,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 17. 2017,HIDROMETEOROLOGICOS,106.565,1,1,20.108,104,10,14.89,-92.29,ENCHARCAMIENTO DEBIDO A LA FUERTE LLUVIA EN EL HOSPITAL REGIONAL,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 18. 2017,HIDROMETEOROLOGICOS,106.593,80,1,19.887,74,12,16.91,-92.1,AFECTACIONES POR LLUVIAS (OCOSINGO),SELVA LACANDONA,OCOSINGO,SANTO DOMINGO
ONDA TROPICAL,JUNIO 19. 2017,HIDROMETEOROLOGICOS,106.669,3,1,256,86,10,15.21,-92.58,AFECTACIONES POR LLUVIAS,SOCONUSCO,VILLA COMALTITLAN,VILLA COMALTITLAN
AFECTACIONES POR LLUVIAS,JUNIO 20. 2017,HIDROMETEOROLOGICOS,106.764,80,1,20.059,55,10,15.14,-92.46,ENCHARCAMIENTO POR LLUVIAS ATIPICAS EN HUIXTLA,SOCONUSCO,HUIXTLA,CABECERA MUNICIPAL
TORMENTA TROPICAL,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.85,5,1,7.389,55,10,15.09,-92.66,DESBORDAMIENTO DE DREN EL PAPATURRO EN COMUNIDAD ALTAMIRA LA PROVIDENCIA,SOCONUSCO,HUIXTLA,ALTAMIRA (LA PROVIDENCIA)
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.858,80,1,2.211,117,10,15.1,-92.45,INUNDACION DE VIVIENDA EN COLONIA ESTACION TUZANTAN.,SOCONUSCO,TUZANTAN,ESTACION TUZANTAN
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.866,80,1,166,42,1,16.71,-93.02,VERIFICACION DE CASA INUNDADA,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.869,80,1,4.122,42,1,16.64,-93,CASA INUNDADA,METROPOLITANA,CHIAPA DE CORZO,SALVADOR URBINA
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.87,80,1,166,42,1,16.72,-93.01,APOYO DE VEHICULO INUNDADO,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.871,80,1,166,42,1,16.71,-93.01,CASA INUNDADA,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
BAJA PRESION,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.872,2,1,440,26,11,15.67,-92.24,DESBORDAMIENTO,SIERRA MARISCAL,BELLA VISTA,EMILIANO ZAPATA
AFECTACIONES POR LLUVIAS,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.873,80,1,20.046,42,1,16.71,-93.01,VERIFICACION DE CASA INUNDADA,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 22. 2017,ACCIONES DE PREVENCION,106.888,52,8,172,102,10,14.62,-92.24,ENCHARCAMIENTO,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
HUNDIMIENTO,JUNIO 21. 2017,GEOLOGICOS,106.898,47,3,20.145,20.141,6,16.38,-93,INUNDACION,FRAILESCA,EL PARRAL,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 22. 2017,ACCIONES DE PREVENCION,106.905,52,8,20.094,90,15,16.36,-92.38,VERIFICACION DE REJILLAS,MESETA COMITECA TOJOLABAL,LAS ROSAS,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 22. 2017,HIDROMETEOROLOGICOS,106.91,1,1,20.119,115,1,16.77,-93.07,AFECTACIONES POR LLUVIAS DEL 22 DE JUNIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
TORMENTA TROPICAL,JUNIO 21. 2017,HIDROMETEOROLOGICOS,106.932,5,1,440,26,11,15.58,-92.25,INUNDACION EN COLONIA EMILIANO ZAPATA,SIERRA MARISCAL,BELLA VISTA,EMILIANO ZAPATA
VERIFICACIONES,JUNIO 22. 2017,ACCIONES DE PREVENCION,106.936,52,8,166,42,1,16.74,-93.04,VALORACION DE UNA CALLE,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
VERIFICACIONES,JUNIO 22. 2017,ACCIONES DE PREVENCION,106.938,52,8,4.122,42,1,16.64,-93,VERIFICACION DE ESTANCAMIENTO DE AGUAS FLUVIALES,METROPOLITANA,CHIAPA DE CORZO,SALVADOR URBINA
PRECIPITACION,JUNIO 22. 2017,HIDROMETEOROLOGICOS,106.944,1,1,20.119,115,1,16.74,-93.17,LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 22. 2017,HIDROMETEOROLOGICOS,106.947,1,1,20.119,115,1,16.75,-93.11,AFECTACIONES POR LLUVIA 23/06/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
BAJA PRESION,JUNIO 23. 2017,HIDROMETEOROLOGICOS,106.968,2,1,5.689,98,4,16.23,-92.4,PRELIMINAR AFECTACIONES EN VIVIENDAS POR ENCHARCAMIENTOS,DE LOS LLANOS,SOCOLTENANGO,SAN VICENTE
PRECIPITACION,JUNIO 23. 2017,HIDROMETEOROLOGICOS,106.972,1,1,20.11,106,7,17.25,-93.02,ENCHARCAMIENTOS DE VIVIENDAS,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 28. 2017,HIDROMETEOROLOGICOS,107.26,80,1,166,42,1,16.67,-93.02,INUNDACION DE CASAS,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
AFECTACIONES POR LLUVIAS,JUNIO 29. 2017,HIDROMETEOROLOGICOS,107.266,80,1,20.11,106,7,17.25,-93.02,DESLAVE TRAMO CARRETERO TAPILULA RAYON A LA ALTURA DEL VERGEL,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 28. 2017,HIDROMETEOROLOGICOS,107.282,1,1,20.08,76,2,16.76,-93.38,EMERGENCIAS POR LLUVIAS.,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,CABECERA MUNICIPAL
ONDA TROPICAL,JULIO 1. 2017,HIDROMETEOROLOGICOS,107.379,3,1,20.108,104,10,14.93,-92.25,PRELIMINAR AFECTACIONES POR LLUVIAS Y VIENTOS,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
TORMENTA TROPICAL,JULIO 5. 2017,HIDROMETEOROLOGICOS,107.572,5,1,20.119,115,1,16.77,-93.12,AFECTACIONES POR LLUVIA 06/07/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 5. 2017,ACCIONES DE PREVENCION,107.601,52,8,3.444,42,1,16.58,-92.99,VERIFICACION DE UN ENCHARCAMIENTO DE AGUA,METROPOLITANA,CHIAPA DE CORZO,NARCISO MENDOZA
PRECIPITACION,JULIO 6. 2017,HIDROMETEOROLOGICOS,107.654,1,1,20.119,115,1,16.73,-93.09,AFECTACIONES POR LLUVIA 07/07/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 9. 2017,ACCIONES DE PREVENCION,107.753,52,8,20.119,115,1,16.75,-93.08,VERIFICACION DE TECHO COLAPSADO EN EL HOSPITAL ISSTECH (COL. CASTILLO TIELMANS),METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 9. 2017,ACCIONES DE PREVENCION,107.792,52,8,4.122,42,1,16.63,-93,VALORACION DE RIESGO DE UN CAUSE FLUVIAL,METROPOLITANA,CHIAPA DE CORZO,SALVADOR URBINA
VERIFICACIONES,JULIO 10. 2017,ACCIONES DE PREVENCION,107.87,52,8,20.119,115,1,16.75,-93.1,RECORRIDO DE LLUVIAS 11/07/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
ONDA TROPICAL,JULIO 11. 2017,HIDROMETEOROLOGICOS,107.916,3,1,20.119,115,1,16.75,-93.11,RECORRIDO POR LLUVIAS EN TGZ.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 12. 2017,ACCIONES DE PREVENCION,107.966,52,8,20.084,80,13,17.51,-91.98,ENCHARCAMIENTO,MAYA,PALENQUE,CABECERA MUNICIPAL
ENCHARCAMIENTO,JULIO 16. 2017,HIDROMETEOROLOGICOS,108.197,69,1,20.097,93,5,16.72,-92.63,ENCHARCAMIENTO,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
PRECIPITACION,JULIO 17. 2017,HIDROMETEOROLOGICOS,108.275,1,1,20.059,55,10,15.14,-92.45,ENCHARCAMIENTOS EN VIVIENDAS Y CALLES,SOCONUSCO,HUIXTLA,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 20. 2017,ACCIONES DE PREVENCION,108.449,52,8,166,42,1,16.71,-92.99,VERIFICACION DE INUNDACION EN CASA HABITACION,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
VERIFICACIONES,JULIO 22. 2017,ACCIONES DE PREVENCION,108.564,52,8,2.145,117,10,15.1,-92.46,VERIFICACION FISICA DE UN PUENTE AZOLVADO,SOCONUSCO,TUZANTAN,TERCER CANTON
PRECIPITACION,JULIO 24. 2017,HIDROMETEOROLOGICOS,108.632,1,1,20.119,115,1,16.75,-93.08,AFECTACIONES POR LLUVIAS 25/07/2017,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JULIO 30. 2017,HIDROMETEOROLOGICOS,109.036,80,1,20.046,42,1,16.71,-93.01,INUNDACION DE CALLE,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 31. 2017,ACCIONES DE PREVENCION,109.048,52,8,20.119,115,1,16.78,-93.11,AFECTACIONES POR LLUVIAS 01/08/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 24. 2017,ACCIONES DE PREVENCION,109.055,52,8,251,115,1,16.75,-93.15,VALORACION DE RIESGO: COL. PUESTA DEL SOL,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,AGOSTO 1. 2017,HIDROMETEOROLOGICOS,109.175,1,1,20.119,115,1,16.73,-93.17,AFECTACIONES POR LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 1. 2017,HIDROMETEOROLOGICOS,109.178,1,1,20.047,43,4,16.57,-92.72,AFECTACIONES POR LLUVIAS,DE LOS LLANOS,CHIAPILLA,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,AGOSTO 3. 2017,HIDROMETEOROLOGICOS,109.28,80,1,3.462,109,5,16.61,-92.52,AFECTACION POR FUERTES LLUVIAS.,ALTOS TSOTSIL-TSELTAL,TEOPISCA,BETANIA
VERIFICACIONES,JULIO 30. 2017,ACCIONES DE PREVENCION,109.417,52,8,251,115,1,16.76,-93.06,VALORACION DE RIESGO: COL. EVOLUCION POLITICA,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,AGOSTO 6. 2017,ACCIONES DE PREVENCION,109.488,52,8,20.119,115,1,16.74,-93.06,AFECTACIONES POR LLUVIAS 07/08/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
TORMENTA TROPICAL,AGOSTO 7. 2017,HIDROMETEOROLOGICOS,109.535,5,1,20.067,63,8,17.61,-93.19,"ALERTAMIENTO PREVENTIVO POR LLUVIAS MUY FUERTES POR LA TORMENTA TROPICAL ""FRANKLIN""",NORTE,JUAREZ,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 8. 2017,ACCIONES DE PREVENCION,109.592,52,8,20.056,52,10,15.01,-92.4,ALERTAMIENTO DEL CICLO TEMPORAL A COMUNIDADES BULNERABLES,SOCONUSCO,HUEHUETAN,CABECERA MUNICIPAL
VERIFICACIONES,AGOSTO 17. 2017,ACCIONES DE PREVENCION,110.071,52,8,166,42,1,16.75,-93.05,INUNDACION DE UNA FOSA SEPTICA,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
VERIFICACIONES,AGOSTO 23. 2017,ACCIONES DE PREVENCION,110.384,52,8,147,18,10,15.26,-92.67,VERIFICACION EN ARROYO EL BARRIAL Y RIO SANJON DEL CHINO,SOCONUSCO,ACAPETAHUA,ACAPETAHUA
VERIFICACIONES,AGOSTO 24. 2017,ACCIONES DE PREVENCION,110.442,52,8,20.119,115,1,16.74,-93.1,AFECTACIONES POR LLUVIA 25 /08/17,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 26. 2017,HIDROMETEOROLOGICOS,110.485,1,1,20.119,115,1,16.74,-93.1,AFECTACIONES POR LLUVIAS 27/08/2017,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 29. 2017,HIDROMETEOROLOGICOS,110.639,1,1,20.119,115,1,16.75,-93.09,MONITOREO POR LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 9. 2017,ACCIONES DE PREVENCION,110.651,52,8,251,115,1,16.76,-93.09,VALORACION DE RIESGO: COL. INFONAVIT GRIJALVA-VIVIENDAS AFECTADAS POR LLUVIA.,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ENCHARCAMIENTO,AGOSTO 29. 2017,HIDROMETEOROLOGICOS,110.7,69,1,824,125,5,16.74,-92.78,AFECTACIONES POR LLUVIAS,ALTOS TSOTSIL-TSELTAL,ZINACANTAN,NAVENCHAUC
ONDA TROPICAL,SEPTIEMBRE 2. 2017,HIDROMETEOROLOGICOS,110.875,3,1,255,120,4,16.34,-92.58,ENCHARCAMIENTOS EN VIVIENDAS,DE LOS LLANOS,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA
VERIFICACIONES,SEPTIEMBRE 5. 2017,ACCIONES DE PREVENCION,111.028,52,8,20.119,115,1,16.76,-93.11,VERIFICACION DE CALLE ENCHARCADA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 5. 2017,HIDROMETEOROLOGICOS,111.06,1,1,6.644,120,4,16.41,-92.76,AFECTACIONES POR LLUVIAS,DE LOS LLANOS,VENUSTIANO CARRANZA,BELISARIO DOMINGUEZ
DEPRESION TROPICAL,SEPTIEMBRE 6. 2017,HIDROMETEOROLOGICOS,111.12,4,1,20.067,63,8,17.61,-93.19,ALERTAMIENTO POR AMENAZA DE LLUVIAS INTENSAS. POR AMENAZA DEL HURACAN,NORTE,JUAREZ,CABECERA MUNICIPAL
HURACAN CATEGORIA I,SEPTIEMBRE 7. 2017,HIDROMETEOROLOGICOS,111.16,7,1,20.087,83,8,17.51,-93.11,FUERTES LLUVIAS CON RACHAS DE VIENTOS,NORTE,PICHUCALCO,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 11. 2017,HIDROMETEOROLOGICOS,111.346,80,1,1.897,49,11,15.66,-92.14,ENCHARCAMIENTO DE VIVIENDAS,SIERRA MARISCAL,FRONTERA COMALAPA,EL JOCOTE
TORMENTA TROPICAL,SEPTIEMBRE 13. 2017,HIDROMETEOROLOGICOS,111.413,5,1,20.078,74,12,16.9,-92.1,ENCHARCAMIENTOS EN CABECERA MUNICIPAL DE OCOSINGO,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 13. 2017,HIDROMETEOROLOGICOS,111.418,1,1,255,120,4,16.34,-92.57,AFECTACIONES POR LLUVIAS EN VIVIENDAS Y UN CERRO DESLAVADO,DE LOS LLANOS,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA
PRECIPITACION,SEPTIEMBRE 13. 2017,HIDROMETEOROLOGICOS,111.419,1,1,20.046,42,1,16.7,-93.01,DESBORDE DE RIO CHIQUITO,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,OCTUBRE 2. 2017,HIDROMETEOROLOGICOS,112.214,80,1,255,120,4,16.34,-92.56,AFECTACIONES POR LLUVIAS EN VIVIENDAS,DE LOS LLANOS,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA
PRECIPITACION,SEPTIEMBRE 30. 2017,HIDROMETEOROLOGICOS,112.23,1,1,243,107,3,17.13,-93.31,COMUNIDADES INCOMUNICADAS,MEZCALAPA,TECPATAN,TECPATAN
TORMENTA TROPICAL,OCTUBRE 3. 2017,HIDROMETEOROLOGICOS,112.302,5,1,172,102,10,14.62,-92.24,MONITOREO DEL RIO SUCHIATE Y LIMPIEZA DE ALCANTARILLADO,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
VERIFICACIONES,OCTUBRE 15. 2017,ACCIONES DE PREVENCION,112.333,52,8,9.343,31,13,17.79,-92.07,MONITOREO NIVELES DE RIOS Y AFECTACIONES POR INCOMUNICACION,MAYA,CATAZAJA,RIVERA CUYO SANTA CRUZ 2DA. SECCION
PRECIPITACION,OCTUBRE 7. 2017,HIDROMETEOROLOGICOS,112.457,1,1,20.078,74,12,16.91,-92.1,AFECTACIONES POR LLUVIA EN CABECERA MUNICIPAL,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 8. 2017,HIDROMETEOROLOGICOS,112.488,1,1,20.06,56,15,16.25,-92.03,AFECTACIONES POR LLUVIAS(PERDIDA DE CULTIVOS),MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 9. 2017,HIDROMETEOROLOGICOS,112.531,1,1,20.119,115,1,16.75,-93.12,RECORRIDO POR LLUVIAS 10 DE OCTUBRE 2017,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,OCTUBRE 9. 2017,HIDROMETEOROLOGICOS,112.541,80,1,20.132,128,12,16.55,-90.67,AFECTACIONES POR LLUVIAS Y ENTREGA DE AYUDA HUMANITARIA,SELVA LACANDONA,BENEMERITO DE LAS AMERICAS,CABECERA MUNICIPAL
FRENTE FRIO,OCTUBRE 10. 2017,HIDROMETEOROLOGICOS,112.616,61,1,20.087,83,8,17.47,-91.97,AFECTACIONES POR LLUVIA,NORTE,PICHUCALCO,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 15. 2017,HIDROMETEOROLOGICOS,112.787,1,1,20.067,63,8,17.61,-93.19,AFECTACIONES POR LLUVIAS,NORTE,JUAREZ,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 15. 2017,HIDROMETEOROLOGICOS,112.831,1,1,213,77,8,17.53,-93.42,AFECTACIONES POR LLUVIAS,NORTE,OSTUACAN,OSTUACAN
AFECTACIONES POR LLUVIAS,OCTUBRE 19. 2017,HIDROMETEOROLOGICOS,113.035,80,1,20.093,89,8,16.82,-93.5,AFECTACIONES POR LLUVIAS Y ESCURRIMIENTOS,NORTE,REFORMA,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,OCTUBRE 22. 2017,HIDROMETEOROLOGICOS,113.158,80,1,20.078,74,12,16.91,-92.06,AFECTACIONES POR DESBORDAMIENTO DE RIO DE LA REGION SIVAL Y SAN QUINTIN.,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
VERIFICACIONES,OCTUBRE 23. 2017,ACCIONES DE PREVENCION,113.2,52,8,172,102,10,14.62,-92.24,VERIFICACION DE ALCANTARILLADO,SOCONUSCO,SUCHIATE,CIUDAD HIDALGO
ONDA TROPICAL,OCTUBRE 23. 2017,HIDROMETEOROLOGICOS,113.229,3,1,2.298,58,8,17.47,-93.1,VIVIENDAS AFECTADAS POR INUNDACION,NORTE,IXTACOMITAN,SANTA CATARINA 1RA. SECCION
FRENTE FRIO,OCTUBRE 24. 2017,HIDROMETEOROLOGICOS,113.237,61,1,20.087,83,8,17.51,-93.11,AFECTACIONES POR EL FRENTE FRIO NO. 6,NORTE,PICHUCALCO,CABECERA MUNICIPAL
FRENTE FRIO,OCTUBRE 24. 2017,HIDROMETEOROLOGICOS,113.265,61,1,20.091,87,7,17.15,-92.89,AFECTACIONES POR LLUVIAS EN PUEBLO NUEVO,DE LOS BOSQUES,PUEBLO NUEVO SOLISTAHUACAN,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,OCTUBRE 25. 2017,HIDROMETEOROLOGICOS,113.307,80,1,20.134,130,12,16.27,-90.59,DESBORDAMIENTO DE RIO,SELVA LACANDONA,MARQUES DE COMILLAS,CABECERA MUNICIPAL
FRENTE FRIO,ABRIL 9. 2018,HIDROMETEOROLOGICOS,115.052,61,1,1.382,77,8,17.41,-93.34,AFECTACION POR LLUVIAS Y VIENTOS,NORTE,OSTUACAN,PLAN DE AYALA
VERIFICACIONES,ABRIL 11. 2018,ACCIONES DE PREVENCION,115.137,52,8,20.307,115,1,16.74,-93.07,RECORRIDO DE IDENTIFICACION DE RIESGOS,METROPOLITANA,TUXTLA GUTIERREZ,LA MISION
